"","diff_otu","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Study","CI_low","CI_hig","Significant","taxonomy","Taxonomy","ID_Taxonomy","Taxon","diff_oral","Taxon_oral","taxon_oral","absFC"
"7","1018784","6.25637776248035",0.796418921297028,"0.404735008385662","1.96775397431927","0.0490963522278704",0.176570171636994,"PRJNA375772_Inner_Mongolia",0.00718565494498757,1.58565218764907,"ns","k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__"," g__Prevotella","1018784 
  g__Prevotella","1018784; g__Prevotella","*","* 1018784; g__Prevotella","* 1018784 
  g__Prevotella",0.796418921297028
"86","36932","",-0.79513898849267,"","","",0.00859181055913051,"Combined",-1.38818056777488,-0.202097409210457,"Gastritis enriched","k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Neisseriales; f__Neisseriaceae; g__Vogesella; s__"," g__Vogesella","36932 
  g__Vogesella","36932; g__Vogesella",""," 36932; g__Vogesella"," 36932 
  g__Vogesella",0.79513898849267
"5","1007646","",-0.792600135380905,"","","",0.00227132966201979,"Combined",-1.30155837989795,-0.283641890863864,"Gastritis enriched","k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter; s__"," g__Acinetobacter","1007646 
  g__Acinetobacter","1007646; g__Acinetobacter","*","* 1007646; g__Acinetobacter","* 1007646 
  g__Acinetobacter",0.792600135380905
"208","960338","35.8841426740402",0.783927723190007,"0.353101074181474","2.22012273683176","0.0264104371860241",0.127824121388269,"PRJNA375772_Inner_Mongolia",0.0953806285361327,1.47247481784388,"ns","k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces; s__"," g__Actinomyces","960338 
  g__Actinomyces","960338; g__Actinomyces",""," 960338; g__Actinomyces"," 960338 
  g__Actinomyces",0.783927723190007
"35","1069168","",0.776551603667793,"","","",0.00261594741495396,"Combined",0.270831635856257,1.28227157147933,"GC enriched","k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__"," g__Prevotella","1069168 
  g__Prevotella","1069168; g__Prevotella",""," 1069168; g__Prevotella"," 1069168 
  g__Prevotella",0.776551603667793
"27","1061162","32.228805354086",0.775994051118224,"0.331290134131607","2.34233975349823","0.0191632612678299",0.104316741298421,"PRJNA375772_Inner_Mongolia",0.12997828956159,1.42200981267486,"ns","k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces; s__"," g__Actinomyces","1061162 
  g__Actinomyces","1061162; g__Actinomyces",""," 1061162; g__Actinomyces"," 1061162 
  g__Actinomyces",0.775994051118224
"25","1052622","",0.768861273172672,"","","",0.00492841706487654,"Combined",0.232903153250753,1.30481939309459,"GC enriched","k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micrococcaceae; g__Rothia; s__dentocariosa"," s__dentocariosa","1052622 
  s__dentocariosa","1052622; s__dentocariosa","*","* 1052622; s__dentocariosa","* 1052622 
  s__dentocariosa",0.768861273172672
"69","31235","4.33088782825649",0.767310041977816,"0.324193522111192","2.36682718698693","0.0179413080443909",0.0996027379131066,"PRJNA375772_Inner_Mongolia",0.135132673860992,1.39948741009464,"ns","k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Leptotrichiaceae; g__Leptotrichia; s__"," g__Leptotrichia","31235 
  g__Leptotrichia","31235; g__Leptotrichia","*","* 31235; g__Leptotrichia","* 31235 
  g__Leptotrichia",0.767310041977816
"70","31235","2.29505996932694",0.764742070657359,"0.255032422005136","2.9986072541081","0.00271216676246738",0.0349957001608694,"PRJNA375772_Xi_an",0.267428847747343,1.26205529356737,"ns","k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Leptotrichiaceae; g__Leptotrichia; s__"," g__Leptotrichia","31235 
  g__Leptotrichia","31235; g__Leptotrichia","*","* 31235; g__Leptotrichia","* 31235 
  g__Leptotrichia",0.764742070657359
"65","2418563","1.85964277418358",0.748462660843817,"0.278302812807551","2.68938230732647","0.00715843843619729",0.0722384942601673,"PRJNA375772_Xi_an",0.205772175869093,1.29115314581854,"ns","k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__"," f__Lachnospiraceae","2418563 
  f__Lachnospiraceae","2418563; f__Lachnospiraceae",""," 2418563; f__Lachnospiraceae"," 2418563 
  f__Lachnospiraceae",0.748462660843817
"19","1050461","9.92495020257258",0.74049463950528,"0.260780881376805","2.83952809575534","0.00451803162577485",0.0102451139683064,"PRJNA481413",0.231971920820509,1.24901735819005,"ns","k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__nigrescens"," s__nigrescens","1050461 
  s__nigrescens","1050461; s__nigrescens","*","* 1050461; s__nigrescens","* 1050461 
  s__nigrescens",0.74049463950528
"155","453529","3.61238426253326",0.729404252573377,"0.332476537208727","2.19385180890362","0.0282460648356403",0.0502152263744716,"PRJEB26931",0.0810750050163593,1.37773350013039,"ns","k__Bacteria; p__Spirochaetes; c__Spirochaetes; o__Spirochaetales; f__Spirochaetaceae; g__Treponema; s__amylovorum"," s__amylovorum","453529 
  s__amylovorum","453529; s__amylovorum","*","* 453529; s__amylovorum","* 453529 
  s__amylovorum",0.729404252573377
"16","1050461","16.0941602320897",0.710796108264491,"0.346721137742938","2.05005126855427","0.0403594280818051",0.0685201865826144,"PRJEB26931",0.034689889665762,1.38690232686322,"ns","k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__nigrescens"," s__nigrescens","1050461 
  s__nigrescens","1050461; s__nigrescens","*","* 1050461; s__nigrescens","* 1050461 
  s__nigrescens",0.710796108264491
"126","4396516","10.744678073199",0.704131608564684,"0.291178417677042","2.41821359626202","0.0155969183739156",0.0297836271299364,"PRJEB26931",0.136333694094452,1.27192952303492,"ns","k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__"," f__Lachnospiraceae","4396516 
  f__Lachnospiraceae","4396516; f__Lachnospiraceae",""," 4396516; f__Lachnospiraceae"," 4396516 
  f__Lachnospiraceae",0.704131608564684
"145","4449323","",0.684039114633972,"","","",0.00739725433203295,"Combined",0.183483979158954,1.18459425010899,"GC enriched","k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Alloscardovia; s__"," g__Alloscardovia","4449323 
  g__Alloscardovia","4449323; g__Alloscardovia","*","* 4449323; g__Alloscardovia","* 4449323 
  g__Alloscardovia",0.684039114633972
"34","1069168","2.31606860458081",0.680560486631228,"0.21137731849198","3.219647649457","0.00128348245991929",0.00338755206634436,"PRJNA481413",0.268374715571866,1.09274625769059,"GC enriched","k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__"," g__Prevotella","1069168 
  g__Prevotella","1069168; g__Prevotella",""," 1069168; g__Prevotella"," 1069168 
  g__Prevotella",0.680560486631228
"159","453529","",0.678947777709834,"","","",0.0087324695917299,"Combined",0.171497893020738,1.18639766239893,"GC enriched","k__Bacteria; p__Spirochaetes; c__Spirochaetes; o__Spirochaetales; f__Spirochaetaceae; g__Treponema; s__amylovorum"," s__amylovorum","453529 
  s__amylovorum","453529; s__amylovorum","*","* 453529; s__amylovorum","* 453529 
  s__amylovorum",0.678947777709834
"67","2418563","",0.676647681759784,"","","",0.00723959289246183,"Combined",0.182830107450688,1.17046525606888,"GC enriched","k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__"," f__Lachnospiraceae","2418563 
  f__Lachnospiraceae","2418563; f__Lachnospiraceae",""," 2418563; f__Lachnospiraceae"," 2418563 
  f__Lachnospiraceae",0.676647681759784
"97","4298291","32.1418296499055",0.669862483627739,"0.435328861340367","1.53875045538044","0.123865229427786",0.307247262357221,"PRJNA375772_Inner_Mongolia",-0.179028795985976,1.51875376324145,"ns","k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__melaninogenica"," s__melaninogenica","4298291 
  s__melaninogenica","4298291; s__melaninogenica","*","* 4298291; s__melaninogenica","* 4298291 
  s__melaninogenica",0.669862483627739
"193","73894","2.48461810952339",0.651615499474463,"0.313997459832833","2.07522538501226","0.0379656509990917",0.157552539046528,"PRJNA375772_Inner_Mongolia",0.0393204528004389,1.26391054614849,"ns","k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__"," o__Clostridiales","73894 
  o__Clostridiales","73894; o__Clostridiales","*","* 73894; o__Clostridiales","* 73894 
  o__Clostridiales",0.651615499474463
"63","2418563","1.89200027921214",0.649807829147542,"0.303925396621847","2.13805044385959","0.0325126493522323",0.0565623685600614,"PRJEB26931",0.0571533057349396,1.24246235256014,"ns","k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__"," f__Lachnospiraceae","2418563 
  f__Lachnospiraceae","2418563; f__Lachnospiraceae",""," 2418563; f__Lachnospiraceae"," 2418563 
  f__Lachnospiraceae",0.649807829147542
"53","1117686","12.4955471348966",-0.643147075513896,"0.311185918494311","-2.06676149944637","0.0387566329739126",0.223059758123238,"PRJNA375772_Xi_an",-1.2499596165778,-0.03633453444999,"ns","k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Neisseriales; f__Neisseriaceae; g__; s__"," f__Neisseriaceae","1117686 
  f__Neisseriaceae","1117686; f__Neisseriaceae",""," 1117686; f__Neisseriaceae"," 1117686 
  f__Neisseriaceae",0.643147075513896
"28","1061162","16.908187378063",0.626956052541568,"0.323001748071336","1.94102990551959","0.0522546500945994",0.266265732966112,"PRJNA375772_Xi_an",-0.00289735619753673,1.25680946128067,"ns","k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces; s__"," g__Actinomyces","1061162 
  g__Actinomyces","1061162; g__Actinomyces",""," 1061162; g__Actinomyces"," 1061162 
  g__Actinomyces",0.626956052541568
"157","453529","1.5183697556951",0.600552121171126,"0.26398755383908","2.27492589115473","0.0229103758790266",NA,"PRJNA375772_Xi_an",0.0857763911849213,1.11532785115733,"ns","k__Bacteria; p__Spirochaetes; c__Spirochaetes; o__Spirochaetales; f__Spirochaetaceae; g__Treponema; s__amylovorum"," s__amylovorum","453529 
  s__amylovorum","453529; s__amylovorum","*","* 453529; s__amylovorum","* 453529 
  s__amylovorum",0.600552121171126
"11","1049979","88.1414842666929",0.598652073798172,"0.362318576794284","1.65228092662241","0.0984772956686526",0.145647092753638,"PRJEB26931",-0.107869150950681,1.30517329854702,"ns","k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Paraprevotellaceae]; g__[Prevotella]; s__"," g__[Prevotella]","1049979 
  g__[Prevotella]","1049979; g__[Prevotella]","*","* 1049979; g__[Prevotella]","* 1049979 
  g__[Prevotella]",0.598652073798172
"151","4468411","1.96734231862992",0.584915878673289,"0.255557265174386","2.28878595282414","0.0220917920435771",0.0405720563443781,"PRJEB26931",0.0865792115832352,1.08325254576334,"ns","k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Fusobacteriaceae; g__Fusobacterium; s__"," g__Fusobacterium","4468411 
  g__Fusobacterium","4468411; g__Fusobacterium","*","* 4468411; g__Fusobacterium","* 4468411 
  g__Fusobacterium",0.584915878673289
"171","509149","206.883838140019",0.580065349120749,"0.390260167298354","1.4863555077536","0.137185111713389",0.453504501531865,"PRJNA375772_Xi_an",-0.180941977111041,1.34107267535254,"ns","k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__"," g__Lactobacillus","509149 
  g__Lactobacillus","509149; g__Lactobacillus","*","* 509149; g__Lactobacillus","* 509149 
  g__Lactobacillus",0.580065349120749
"142","4449323","2.93919603309982",0.564974165034113,"0.302431116796832","1.86810858293279","0.0617469374492641",0.20304429024837,"PRJNA375772_Inner_Mongolia",-0.0247665127197102,1.15471484278794,"ns","k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Alloscardovia; s__"," g__Alloscardovia","4449323 
  g__Alloscardovia","4449323; g__Alloscardovia","*","* 4449323; g__Alloscardovia","* 4449323 
  g__Alloscardovia",0.564974165034113
"12","1049979","30.0275281328386",0.559833325451337,"0.313796690477575","1.78406382998913","0.0744132938131043",0.22892530678812,"PRJNA375772_Inner_Mongolia",-0.0520702209799337,1.17173687188261,"ns","k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Paraprevotellaceae]; g__[Prevotella]; s__"," g__[Prevotella]","1049979 
  g__[Prevotella]","1049979; g__[Prevotella]","*","* 1049979; g__[Prevotella]","* 1049979 
  g__[Prevotella]",0.559833325451337
"4","1007646","1.98565139865162",-0.559211476595196,"0.202073415313133","-2.76736786839893","0.00565109479748285",0.0124633734574622,"PRJNA481413",-0.953254636455804,-0.165168316734587,"ns","k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter; s__"," g__Acinetobacter","1007646 
  g__Acinetobacter","1007646; g__Acinetobacter","*","* 1007646; g__Acinetobacter","* 1007646 
  g__Acinetobacter",0.559211476595196
"61","236367","5.98235563392927",-0.544642796208482,"0.265935254566444","-2.04802780698037","0.0405572748144878",0.226993040359984,"PRJNA375772_Xi_an",-1.06321654261305,-0.026069049803915,"ns","k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__SC-I-84; f__; g__; s__"," o__SC-I-84","236367 
  o__SC-I-84","236367; o__SC-I-84",""," 236367; o__SC-I-84"," 236367 
  o__SC-I-84",0.544642796208482
